object_in_ context,OBJECT ID,TITLE,SUPPLIED_TITLE,DATE,SUBJECT_NAME,SUBJECT_NAME_2,SUBJECT_NAME_3,SUBJECT_NAME_4,SUBJECT_TOPIC,SUBJECT_TOPIC_2,SUBJECT_TOPIC_3,SUBJECT_GEOGRAPHIC,SUBJECT_GEOGRAPHIC_2,DESCRIPTION,TECHNIQUE ,TECHNIQUE_2,URI_medium,CREDIT LINE,DIMS (HxW),PUBLISHER,CREATOR,NAME TYPE (personalal / corporate),ACTIVE DATES,DOB/DOD,NATIONALITY
https://kiva.lib.utk.edu/egypt/items/show/661,1934.1.31.78,,Painting of Geese from Medum,1870-1913,,,,,Tombs--Egypt,Geese--Egypt,Mural painting and decoration--Egypt,Meidum Site (Egypt),,Painting of geese from Medum (Old Kingdom Dynasty IV) at an Egyptian Museum; row of six painted geese and sparse vegetation bordered by dark bands (top and bottom); untitled print.,sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",3.5 x 9.25 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/662,1934.1.31.84,,Model of Soldiers,1870-1913,Gizeh Museum.,,,,Statues--Egypt,Soldiers--Egypt,,Asyuíãtí£ (Egypt),,Model of soldiers (Middle Kingdom Dyanasty XII) at an Egyptian Museum; model of soldiers wearing kilts and holding spears and shields stand in several rows upon flat surfaces; untitled print.,sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",3.5 x 9.5 in ,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/663,1934.1.31.93,,Statue of King Thutmose III,1870-1913,"Thutmose III, King of Egypt","Temple of Amon (Karnak, Egypt)",,,Statues--Egypt,,,Karnak (Egypt),,"Statue of King Thutmose III (New Kingdom Dynasty XVIII) at an Egyptian Museum; close up of stone statue of Thutmose III, ca. 1479-1425 B.C.E.; passive face with large, rounded nose below damaged hedjet, uraeus on brow, supported by a straight back plinth; untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9.5 x 7 in,,"Brugsch, Émile (possibly) ",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/664,1934.1.31.85,,Combined Gods Sobek and Haroeris,1870-1913,Temple of Sobek and Haroeris (Ombos),"Morgan, J. de (Jacques), 1857-1924",,,Statues--Egypt,Sobek (Egyptian deity),Horus (Egyptian deity),Ombos (Egypt),,"Profile of statuette (Ptolemaic Period) at an Egyptian Museum of combined gods with the crocodile body of the Nile god Sobek, and the falcon head of Haroeris, one of the oldest forms of Horus, resting on a flat stone pedestal; untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",3.375 x 9.5 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/665,1934.1.31.97,,Mummy of Rameses II,1870-1913,"Ramses II, King of Egypt",,,,Mummies--Egypt,,,,,"Mummy of Rameses II  (New Kingdom Dynasty XIX) at an Egyptian Museum; profile of head, neck, and upper shoulders of Rameses II, ca. 1279-1213 B.C.E.; shriveled features with sparse hair, wears a thin white garment and rests upon similar cloth; untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9 x 7 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/666,1934.1.31.94,,Coffin of Queen Ma'at-kere,1870-1913,Queen Ma'at-kere,,,,Sarcophagi--Egypt,,,,,"Coffin of Queen Ma'at-kere (Third Intermediate Period) at an Egyptian Museum; close up of Queen Ma'at-kere's heavily inscribed wooden coffin with crossed hand, left missing, below passive face with lined eyes and elaborate wig; untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9.5 x 7 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/667,1934.1.31.81,,Sphinx of a King,1870-1913,,,,,Sphinxes--Egypt,,,"Serapeum (‡_¢aqq€rah, Egypt)",,"The Sphinx of a King (Ptolemaic Period, 332-30 B.C.) at an Egyptian Museum; statue of an unknown Ptolemaic King posing as a sphinx with nemes crown, resting upon tough stone slab; untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",7 x 9.5 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/669,1934.1.31.112,Caire. Mosquée Kait-Bey,,1870-1913,,,,,Transportation--Egypt--Cairo,,,Cairo (Egypt),,"Street scene and mosque of Kait Bey at Cairo. An Egyptian man poses with a donkey in the center of a street lined with small shops and people (left fore-middle ground); funerary mosque complex of Sultan Kait-Bey, built ca. 1472-1474 C.E. (background); ""Caire. Mosquée Kait-Bey."" in white along bottom of print.",gelatin silver prints,,http://vocab.getty.edu/aat/300128695,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",10.75 x 8 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/671,1934.1.31.107,Caire. Café arabe,,1870-1913,,,,,Coffeehouses,,,Cairo (Egypt),,"Street scene of a coffee shop with customers sitting at tables under a rolled up awning (left) next to two trees (right foreground); ""Caire, Café arabe."" in white at the bottom left corner.",gelatin silver prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",8.25 x 10.5 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/675,1934.1.31.91,Cheik Bédouine de Palmyre,,1870-1913,,,,,Bedouins,,,,,"Beduin Sheykh at an unknown location; Hand colored image of close up of a Beduin Sheykh wearing a tob or thobe and a kufeya held in place with an igal of camel wool; plain grey (background); ""15,126. P. Z. - CHEIK BÉDOUINE DE PALMYRE,"" in gold at bottom left corner of print.",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9 x 6.5 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/680,1934.1.31.88,,Chair of Tuiu,1870-1913,,,,,Chairs--Egypt,,,,,"Chair of Tuiu (New Kingdom Dynasty XVIII) at an Egyptian Museum; elaborate chair of New Kingdom nobleman, back adorned with unidentifiable figures, arm rests decorated with crouching gisele, papyrus frond, and ankhs; chair legs carved into the paws of an animal; chair cushion (left) rest on pedestal; untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",7 x 9.5 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/681,1934.1.31.80,,Bracelets of Rameses II,1870-1913,"Ramses II, King of Egypt",,,,Jewelry--Egypt,,,,,Bracelets of Rameses II (New Kingdom Dynasty XIX); image taken at a photography studio; heavy golden latched wrist cuffs with double uraei upon ovoid adornment embossed with intricately worked patterns and cartouches; untitled print. ,sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",3.375 x 9.5 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/682,1934.1.31.86,,Collar of King Smenkhare,1870-1913,King Smenkhkare,"Davis, Theodore M., 1837-1915","Ayrton, Edward Russell, 1882-1914",,Jewelry--Egypt,,,Valley of the Kings (Egypt),,"Collar of King Smenkhare (New Kingdom Dynasty XVIII) at an Egyptian Museum; collar necklace of five beaded bands held together by two clasps dating to the reign of King Smenkhare, ca. 1355-1332 B.C.E.; untitled print.",sepia prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",7 x 9.5 in,,"Brugsch, Émile",personal,,1842-1930,German
https://kiva.lib.utk.edu/egypt/items/show/686,1934.1.31.106,Bedouines,,1870-1913,,,,,"Women, Bedouin",Clothing and dress--Egypt,Children--Egypt,,,"Beduin Women and Children. Hand colored image of two women at a photography studio in Beduin costume, each carrying a child on her shoulders (foreground); desert and palm trees backdrop (background); ""15,127. P.Z. - BEDOUINES."" in gold along bottom left corner of print.",gelatin silver prints,hand coloring,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",9 x 6.5 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/727,1934.1.31.3,,"Front View, Statue of Rameses II, Temple of Amen",1870-1913,"Temple of Amon (Karnak, Egypt)","Ramses II, King of Egypt",,,Temples--Egypt--Karnak,,,Karnak (Egypt),,"Front view of a statue of Rameses II (New Kingdom - Dynasty XIX), nemes crown pharaoh identified by cartouche on pedestal stares placidly ahead with fists balled at his side, wearing false beard and kilt between incised columns; untitled print, ""536"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.125 x 4.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/728,1934.1.31.4,,"Side View, Statue of Rameses II, Temple of Amen",1870-1913,"Temple of Amon (Karnak, Egypt)",,,,Temples--Egypt,Statues--Egypt,,Karnak (Egypt),,"Side view of a statue of Rameses II (New Kingdom - Dynasty XIX) at the Temple of Amen; statue of Rameses II from previosu print in profile, with smaller statue of Queen Nefertiti (right); cartouche of Rameses II on right column (bottom); untitled print, ""537"" in pencil on back of print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.25 in ,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/729,1934.1.31.5,,"Three Statues of Rameses II, Temple of Amen",1870-1913,"Temple of Amon (Karnak, Egypt)","Ramses II, King of Egypt",,,Temples--Egypt,Statues--Egypt,,Karnak (Egypt),,"Three statues of Rameses II, Temple of Amen (New Kingdom Dynasty XIX), Luxor, East Thebes; headless statue, left, crownless statue, middle, and intact statue (right) of Rameses II identified by cartouche on pedestals and columns below and between statues; legs and feet of statue (right foreground); untitled print, ""539"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.25 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/730,1934.1.31.6,Temple of Khonsu,,1870-1913,,,,,Tombs--Egypt,,,Karnak (Egypt),,"Gateway of Ptolemy III, Euergetes I and Temple of Khonsu; ruined avenue of sphinxes leading up to hieroglyph inscribed gateway of Ptolemy III, Euergetes I before pylon of the Temple of Khonsu, human figures among ruins; ""Temple of Khonsu 549"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.375 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/731,1934.1.31.7,Luxor Court of Amonophis III,,1870-1913,"Temple of Amon (Karnak, Egypt)",,,,Temples--Egypt,,,Karnak (Egypt),,"Forecourt of Amenhotep III, Temple of Amen at Luxor (New Kingdom Dynasty XVIII), East Thebes; open and closed papyrus colonnade surrounded by ruined stone walls inscribed with Egyptian motifs, Egyptian man sits near opening in wall (bottom right); ""527 Luxor, Court of Amenhotep III"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.125 x 5.75 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/732,1934.1.31.8,Luxor Temple of Luxor,,1870-1913,"Temple of Amon (Karnak, Egypt)","Amenhotep III, King of Egypt",,,Temples--Egypt,Columns--Egypt,,Karnak (Egypt),,"Processional colonnade of Amenhotep III, Temple of Amen at Luxor, East Thebes (New Kingdom Dynasty XIX); open papyrus colonnade, capitals cracked, leading up to the Temple of Amen pylon and complex, small minaret (right); Egyptian man stands before colonnade in ruins (foreground); ""Luxor 526 Temple of Luxor"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/733,1934.1.31.9,,"Obelisk of Tuthmosis I, Karnak",1870-1913,"Thutmose III, King of Egypt",,,,Obelisks--Egypt,,,Karnak (Egypt),,"Obelisk of Tuthmosis I (New Kingdom - Dynasties XVIII) identified by cartouche of pharaoh, before ruined colonnade of temple complex at Karnak, cartouche and inscriptions added by Rameses VI four centuries later, either side of original inscriptions; Egyptian man before colonnade, broken seated statue (bottom right); untitled print, ""553"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/734,1934.1.31.10,Colossi of Memnon,,1870-1913,"Amenhotep III, King of Egypt",,,,Statues--Egypt,Temples--Egypt,,Thebes (Egypt : Extinct city),,"Colossi of Memnon (New Kingdom - Dynasty XVIII) in the Theban Plain, West Thebes. Indistinguishable sandstone statues of Amenhotep III with smaller figures of his wife, Tiy, and mother, Mutemwiya, base of throne, Nile God Hapy inscised onto sides (middle ground); Egyptian men (foreground), mountain range (background); ""Colossi of Memnon"" in pencil on the back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.125 x 5.75 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/735,1934.1.31.11,Philae Monuments,,1870-1913,"Temple of Isis (Aswan, Egypt)",,,,Temples--Egypt,,,,,"Gateway at first pylon, Temple of Isis at Philae (Ptolemaic Period). Winged sun inscribed upon lintel of gateway at first pylon (foreground); so-called Kiosk of Trajan with open papyrus columns (background); ""PHILAE MONUMENTS"" in pencil on the back of print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6.75 x 4.75 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/736,1934.1.31.12,Clerestory of the hypostyle hall of Karnak,,1870-1913,"Temple of Amon (Karnak, Egypt)",,,,Temples--Egypt,,,Karnak (Egypt),,"Hypostyle Hall and clerestory, Temple of Amen (New Kingdom - Dynasty XIX) at Karnak, East Thebes. Ornately inscribed open papyrus columns with cartouche of Rameses II, supporting lintels below an open sky; Egyptian man beside second column (right); ""Clerestory of the hypostyle hall of Karnak 557"" in pencil on back of print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",7.875 x 4.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/738,1934.1.31.14,"Abu Simbel, great Speso",,1870-1913,"Great Temple (AbÇ Sunbul, Egypt)",,,,Temples--Egypt,Tombs--Egypt,,AbÇ Sunbul (Egypt),,"Facade, Temple of Rameses II (New Kingdom - Dynasty XIX) at Abu Simbel. Four seated monumental statues of Rameses II, identified by cartouches on pedestals, middle left statue without a body, smaller female, hawk, and other statues arounds legs and feet and along front; Egyptian man (bottom center); ""Abu Simbel, great Speso"" in pencil on back of print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",3.875 x 5.75 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/739,1934.1.31.15,,"Gateway of Ptolemy III, Euergetes I",1870-1913,"Ptolemy III Euergetes, King of Egypt, -221 B.C.",,,,Temples--Egypt,,,Abydos (Egypt : Extinct city),,"Winged sun disk inscribed lintel tops monumental gateway (Ptolemaic Period) engraved with divine figures in five registers; Egyptian men crowd opening that looks out onto ruins (background); untitled print, ""571"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",5.75 x 4.625 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/740,1934.1.31.16,,Avenue of Ram Sphinxes,1870-1913,"Temple of Amon (Karnak, Egypt)",,,,Temples--Egypt,Statues--Egypt,,Karnak (Egypt),,"Winged sun disk inscribed lintel tops monumental gateway (Ptolemaic Period) engraved with divine figures in five registers; Egyptian men crowd opening that looks out onto ruins (background); untitled print, ""571"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.125 x 5.625 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/741,1934.1.31.17,Der-El-Bahari,,1870-1913,Temple of Hatshepsut (Egypt),,,,Temples--Egypt,,,Deir el-Bahri Site (Egypt),,"Temple of Queen Hatshepsut at Der el-Baharim (New Kingdom - Dynasty XVIII), West Thebes. Colonnaded mortuary Temple of Hatshepsut, designed and implemented by Senemut to serve for her posthumous worship and to honor the god Amen, local deity of Thebes; Egyptian man stands on entrance ramp to complex (foreground); cliffs of Der el-Bahari, (background); ""Der - El - Bahari 583"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.125 x 6.125 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/742,1934.1.31.18,"Sacred Lake, Karnak",,1870-1913,"Temple of Amon (Karnak, Egypt)",,,,Temples--Egypt,,,Karnak (Egypt),,"Temple of Amen and Sacred Lake at Karnak, East Thebes. Sacred lake (foreground) before ruined colonnades, pylon, and obelisks of the Temple of Amen (background); priests would purify themselves in the sacred lake before religious duties at Temple; ""Sacred Lake, Karnak 564 Brown 14 1/2 x 9 1/2 on a mount"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.125 x 5.875 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/750,1934.1.31.22,,"Wall Relief, Cartouches of Rameses II",1870-1913,"Ramses II, King of Egypt",,,,"Relief (Sculpture), Egyptiian",Decoration and ornament--Egypt,,Karnak (Egypt),,"Close up of cartouches of Rameses II (New Kingdom - Dynasty XIX) taken from one of the extensive building projects he undertook at the Temple complex at Karnak; untitled print, ""532"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/751,1934.1.31.23,,"Wall Painting, Queen Nefertiri Offering Drinks to the Goddess Hathor, Tomb of Nefertiri",1870-1913,"Nefertari, Queen, consort of Ramses II, King of Egypt",,,,Tombs--Egypt,Hathor (Egyptian deity),"Mural painting and decoration, Egyptian",Valley of the Queens (Egypt),,"Tomb wall painting of Queen Nefertiti (New Kingdom - Dynasty XIX) offering drinks to the Goddess Hathor; wife of Rameses II clothed in white and wearing the vulture cap offers two round drinking pots to the goddess Hathor holding was scepter (left); scene is framed by seven columns of hieroglyphs (top and right) offering table (left); untitled print, ""601"" in pencil on back of print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.25 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/753,1934.1.31.25,,"Relief, Amen-Re Blessing Hatshepsut as Pharoah on Pyramidian of Fallen Obelisk",1870-1913,"Hatshepsut, Queen of Egypt",,,,"Inscriptions, Egyptian",Amon (Egyptian deity),,Karnak (Egypt),,"Relief of Amen-Re blessing Hatshepsut as Pharaoh (New Kingdom - Dynasty XVIII) on pyramidian of fallen obelisk; kneeling Hatshepsut in three-quarter view wearing the khepresh headdress faces right as the seated Amen-Re in three-quarter view wearing the shuty crown blesses her; figures framed by hieroglyph inscriptions and cartouche of Hatshepsut (left and top); untitled print, ""560"" in pencil on back of print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.375 in,,Unknown,,,, 
https://kiva.lib.utk.edu/egypt/items/show/754,1934.1.31.26,,Temple of Mut Precinct,1870-1913,"Temple of Mut (Karnak, Egypt)",,,,Temples--Egypt,Sekhmet (Egyptian deity),,Karnak (Egypt),,"Temple ruins and seated statues of the Mut Precinct (New Kingdom - Dynasty XX); lone Egyptian man (center foreground); palm trees and gateway (background); utitled, ""583"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.375 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/755,1934.1.31.27,,"Wall Relief, Rameses II Hunting Animals in Marshes, Mortuary Temple of Rameses II",1870-1913,"Great Temple (AbÇ Sunbul, Egypt)","Ramses II, King of Egypt",,,Temples--Egypt,"Inscriptions, Egyptian.",,AbÇ Sunbul (Egypt),,"Mortuary temple wall relief of Rameses II (New Kingdom - Dynasty XIX) hunting animals in marshes; several rows of Rameses II or III hunting animals, row of archers (below); cartouche indentify pharaoh as Rameses III (bottom row); untitled print, ""599"" in pencil on back of print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.375 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/756,1934.1.31.29,,"Statue of Queen Nefertiri Touching Leg of Husband Rameses II, Two Nile Gods Bending sma-sign (`union`), left",1870-1913,"Nefertari, Queen, consort of Ramses II, King of Egypt",,,,Temples--Egypt,"Inscriptions, Egyptian",,,,"Statue of Queen Nefertiti touching leg of Husband Rameses II (New Kingdom - Dynasty XIX) at Luxor, East Thebes; straight plinth statue of Queen Nefertiti wearing single feather crown touching her husband's leg, hieroglyphs and Queen 's cartouche (right of statue); incised image of two Nile gods bending sma-sign between them (figure on right visible) surrounded by hieroglyphs, cartouche, uraei, and papyrus; untitled print, ""545"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/757,1934.1.31.28,,Statue of Queen Nefertiri Touching Leg of Rameses II,1870-1913,"Nefertari, Queen, consort of Ramses II, King of Egypt",,,,Statues--Egypt,,,Luxor (Egypt),,"Statue of Queen Nefertiti touching leg of Rameses II (New Kingdom - Dynasty XIX) at Luxor, East Thebes; small straight plinth statue of Queen Nefertiti wearing single feather crown touching her husband's leg, hieroglyphs and Queen's cartouche (left of statue); untitled print, ""534"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/758,1934.1.31.31,,"Obelisk of Rameses II, Pylon, Mosque, and Column Peristyle Court",1870-1913,"Ramses II, King of Egypt",,,,Obelisks--Egypt,,,Luxor (Egypt),,"Obelisk of Rameses II, pylon, mosque, and column peristyle court; the Abu el-Haggag mosque inside the Temple of Luxor (right) closed papyrus peristyle court (left middle ground); pylon and obelisk (background); untitled print, ""524"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.375 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/759,1934.1.31.30,,"Wall Relief, Six Bound Captives, Mortuary Temple of Rameses III",1870-1913,"Temple of Ramses III (Medinet Habu Site, Egypt)",,,,Temples--Egypt,"Relief (Sculpture), Egyptian",,Medinet Habu Site (Egypt),,"Wall relief of six bound captive figures in three quarter view representative of the various conquered peoples during the reign of Pharaoh Rameses III (New Kingdom - Dynasty XX), facing left; two rows of hieroglyphs (above); untitled print, ""542"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.375 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/760,1934.1.31.32,,"Obelisk of Rameses II, Pylon and Rubble Peristyle Court",1870-1913,"Ramses II, King of Egypt",,,,Obelisks--Egypt,,,,,"Obelisk of Rameses II, pylon and rubble peristyle court; close up of closed papyrus peristyle court of Rameses II identified by cartouches on lintels and rubble (foreground); pylon and obelisk (background); untitled print, ""535"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.375 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/761,1934.1.31.33,,"Longview of Temple of Amen-Re Precinct Obelisk of Tuthmosis I, left, Obelisk of Hatshepsut, right",1870-1913,"Temple of Amon (Karnak, Egypt)",,,,Tombs--Egypt,Obelisks--Egypt,,Karnak (Egypt),,"Longview of the Temple of Amen-Re precinct, obelisk of Tuthmosis I (left), obelisk of Hatshepsut (right); Temple of Amen-Re ruins with obelisk of Thutmosis (left) and obelisk of Hatshepsut (right foreground); gateway (background); untitled print.",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",5.75 x 7.75 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/762,1934.1.31.34,,Wall Relief of King Horemhab Pouring Libations,1870-1913,"Horemheb, King of Egypt",,,,Tombs--Egypt,,,Karnak (Egypt),,"Wall relief of King Horemhab (New Kingdom - Dynasty XVIII) in three quarter view facing right, indentified by cartouches, wears khepresh crown as he pours libations from a vessel made of three long vases; hawk and hieroglyph inscriptions (top); untitled print, ""530"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.375 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/763,1934.1.31.35,,"Osiride Pillars of Rameses II, Small Temple of Rameses II",1870-1913,,,,,Temples--Egypt,Columns--Egyps,,Abuíã Sunbul (Egypt),,"Osiride pillars of the Temple of Rameses II (New Kingdom - Dynasty XIX); six Osiride pillars in varying states of deterioration of Rameses II, indentified by cartouches on inscribed sides of pillars (right) supporting lintels covered in hieroglyphs (foreground); Egyptian boy stands beside back most pillar before heavily damaged pillar with carved legs supporting lintel (background); untitled print, ""569"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",4.375 x 6 in,,Unknown,,,,
https://kiva.lib.utk.edu/egypt/items/show/764,1934.1.31.37,,"Wall Relief, Ptolemy II",1870-1913,"Ptolemy II Philadelphus, King of Egypt",,,,Tombs--Egypt,,,Philae (Egypt),,"King Ptolemy II (Ptolemaic Period, 285-146 B.C.) in three quarter view wearing atef crown and collar necklace faces right; hieroglyphs and cartouches indentifying the king (upper right corner and along left side); untitled print, ""550"" in pencil on back of print. ",albumen prints,,,"Gift of Mr. and Mrs. Louis Bailey Audigier, McClung Museum of Natural History and Culture, The University of Tennessee",6 x 4.375 in,,Unknown,,,,
